,gen,eluc,change
0,0,-0.906099,0.3268420322144013
1,0,-22.801437,0.4163615358692802
2,0,5.867778,0.4628963957394815
3,0,-8.437856,0.4529435257467405
4,0,-6.110321,0.3334972691068025
5,0,19.478977,0.4561683150517835
6,0,10.701285,0.4887385680028093
7,0,10.409423,0.34704878484062446
8,0,-3.5506387,0.41399502963472995
9,0,-1.9183346,0.47005029165288414
10,0,-9.474976,0.4848153012426481
11,0,1.9896194,0.41401360276518395
12,0,-14.294912,0.402995077253963
13,0,-17.722813,0.5255161600248577
14,0,-5.352242,0.39001927795710084
15,0,-5.2959385,0.39920473804305867
16,0,-25.64222,0.3691428694383085
17,0,-8.69861,0.5237965190648366
18,0,-27.254173,0.4197273778244663
19,0,-17.755825,0.4430622033064539
20,0,-14.312092,0.3333812000620264
21,0,-8.45562,0.44135624831160813
22,0,-12.647257,0.5331461691857454
23,0,-3.8047774,0.33583168101684074
24,0,16.106274,0.5091289401319419
25,0,-11.222758,0.29466267421587794
26,0,-17.448246,0.43857439017197736
27,0,5.542087,0.5953060081301071
28,0,-12.007136,0.4585015288252112
29,0,-4.592139,0.40538057848449766
30,0,37.919254,0.46817325026097345
31,0,-15.967364,0.4191698630102913
32,0,29.687956,0.4101998267514268
33,0,-24.780636,0.41787749500241533
34,0,-24.904581,0.35018148057184517
35,0,-7.18212,0.572564556416334
36,0,-8.546823,0.4333256011908539
37,0,-15.624817,0.36066326205218097
38,0,-8.591991,0.48977871267887335
39,0,4.0869393,0.41264270886269555
40,0,14.94659,0.3525065427358135
41,0,-10.659052,0.47740437772622757
42,0,-6.2006745,0.4143228295415705
43,0,-3.973866,0.41850870970223153
44,0,35.83742,0.46801206707323184
45,0,-20.958818,0.33946653473602906
46,0,5.0675297,0.36740525585026734
47,0,-27.985807,0.3766356996590501
48,0,-11.415431,0.2938940263971311
49,0,-13.27477,0.26510860422739685
50,0,1.6466763,0.48256176006044155
51,0,-3.8284006,0.3694433021607185
52,0,24.973633,0.33945627996594857
53,0,-13.114551,0.5511450498532177
54,0,1.9376036,0.2828962903573036
55,0,11.80215,0.37001138697857205
56,0,14.470068,0.3685619607850012
57,0,5.6938868,0.5556155384837644
58,0,-2.4066377,0.5214234636384214
59,0,0.008280131,0.5148951833977327
60,0,4.9184413,0.6001759439601958
61,0,-16.908442,0.45628492846652796
62,0,-16.601797,0.5762659141577751
63,0,10.10781,0.31870034628346694
64,0,-14.733526,0.5578890662978598
65,0,-2.9827378,0.41619293975808574
66,0,9.938837,0.3716804338478663
67,0,-9.667024,0.42487649523617205
68,0,36.47136,0.4527444164756633
69,0,-22.497477,0.3750688306564177
70,0,-12.881607,0.43143184169127274
71,0,5.492039,0.45226022410901884
72,0,24.304306,0.3436646899207579
73,0,1.3098139,0.3741984779030623
74,0,-31.145144,0.44659003295339705
75,0,7.3292704,0.5230742648137787
76,0,-16.267591,0.513035693910542
77,0,-23.370358,0.40280978275525076
78,0,-11.653206,0.3980646490361682
79,0,-13.926376,0.36235147997118466
80,0,34.626152,0.450399288229315
81,0,-6.837457,0.4366701511231034
82,0,6.688472,0.35163571934338334
83,0,15.002939,0.30446562912620306
84,0,24.08371,0.39197241858097065
85,0,-14.028867,0.3712530090627367
86,0,-17.151688,0.5090241635067048
87,0,-12.1018505,0.3353665340001334
88,0,28.279331,0.4540421166338061
89,0,13.29326,0.31753329102726585
90,0,-4.227826,0.41977549135617254
91,0,0.38109297,0.41711898239787726
92,0,-0.5969921,0.4550278032195507
93,0,5.0764046,0.39977618214933225
94,0,29.722633,0.4111593767546856
95,0,-14.304433,0.4865125236341379
96,0,-6.809992,0.518642638069566
97,0,-27.151098,0.4126811303658948
98,0,23.195837,0.49885241078113585
99,0,-15.218645,0.3654716358197064
100,1,-25.64222,0.3691428694383085
101,1,-14.312092,0.3333812000620264
102,1,-24.904581,0.35018148057184517
103,1,-20.958818,0.33946653473602906
104,1,-27.985807,0.3766356996590501
105,1,-13.27477,0.26510860422739685
106,1,-31.145144,0.44659003295339705
107,1,-22.497477,0.3750688306564177
108,1,-15.624817,0.36066326205218097
109,1,-27.254173,0.4197273778244663
110,1,-23.370358,0.40280978275525076
111,1,-27.151098,0.4126811303658948
112,1,-11.415431,0.2938940263971311
113,1,1.9376036,0.2828962903573036
114,1,-12.1018505,0.3353665340001334
115,1,-13.926376,0.36235147997118466
116,1,-15.218645,0.3654716358197064
117,1,-22.801437,0.4163615358692802
118,1,-24.780636,0.41787749500241533
119,1,-11.222758,0.29466267421587794
120,1,-14.294912,0.402995077253963
121,1,-14.028867,0.3712530090627367
122,1,-17.755825,0.4430622033064539
123,1,-17.448246,0.43857439017197736
124,1,-15.967364,0.4191698630102913
125,1,-0.906099,0.3268420322144013
126,1,-6.110321,0.3334972691068025
127,1,10.10781,0.31870034628346694
128,1,15.002939,0.30446562912620306
129,1,13.29326,0.31753329102726585
130,1,-11.653206,0.3980646490361682
131,1,-17.722813,0.5255161600248577
132,1,-16.908442,0.45628492846652796
133,1,-17.151688,0.5090241635067048
134,1,-12.881607,0.43143184169127274
135,1,-5.352242,0.39001927795710084
136,1,-3.8047774,0.33583168101684074
137,1,-3.8284006,0.3694433021607185
138,1,-6.2006745,0.4143228295415705
139,1,-9.667024,0.42487649523617205
140,1,-14.304433,0.4865125236341379
141,1,-16.601797,0.5762659141577751
142,1,-16.267591,0.513035693910542
143,1,-12.007136,0.4585015288252112
144,1,-5.2959385,0.39920473804305867
145,1,10.409423,0.34704878484062446
146,1,5.0675297,0.36740525585026734
147,1,24.973633,0.33945627996594857
148,1,24.304306,0.3436646899207579
149,1,6.688472,0.35163571934338334
150,1,1.3098139,0.3741984779030623
151,1,-8.546823,0.4333256011908539
152,1,-12.647257,0.5331461691857454
153,1,-13.114551,0.5511450498532177
154,1,-14.733526,0.5578890662978598
155,1,-10.659052,0.47740437772622757
156,1,-4.592139,0.40538057848449766
157,1,14.94659,0.3525065427358135
158,1,11.80215,0.37001138697857205
159,1,14.470068,0.3685619607850012
160,1,9.938837,0.3716804338478663
161,1,5.0764046,0.39977618214933225
162,1,-8.45562,0.44135624831160813
163,1,-6.837457,0.4366701511231034
164,1,-9.474976,0.4848153012426481
165,1,-3.5506387,0.41399502963472995
166,1,4.0869393,0.41264270886269555
167,1,-3.973866,0.41850870970223153
168,1,-4.227826,0.41977549135617254
169,1,24.08371,0.39197241858097065
170,1,-8.437856,0.4529435257467405
171,1,-8.69861,0.5237965190648366
172,1,-8.591991,0.48977871267887335
173,1,1.9896194,0.41401360276518395
174,1,-2.9827378,0.41619293975808574
175,1,29.687956,0.4101998267514268
176,1,-7.18212,0.572564556416334
177,1,-6.809992,0.518642638069566
178,1,-1.9183346,0.47005029165288414
179,1,0.38109297,0.41711898239787726
180,1,-0.5969921,0.4550278032195507
181,1,29.722633,0.4111593767546856
182,1,-2.4066377,0.5214234636384214
183,1,5.492039,0.45226022410901884
184,1,1.6466763,0.48256176006044155
185,1,0.008280131,0.5148951833977327
186,1,34.626152,0.450399288229315
187,1,5.867778,0.4628963957394815
188,1,19.478977,0.4561683150517835
189,1,28.279331,0.4540421166338061
190,1,5.542087,0.5953060081301071
191,1,5.6938868,0.5556155384837644
192,1,4.9184413,0.6001759439601958
193,1,36.47136,0.4527444164756633
194,1,10.701285,0.4887385680028093
195,1,7.3292704,0.5230742648137787
196,1,35.83742,0.46801206707323184
197,1,16.106274,0.5091289401319419
198,1,23.195837,0.49885241078113585
199,1,37.919254,0.46817325026097345
200,2,-25.64222,0.3691428694383085
201,2,-24.904581,0.35018148057184517
202,2,-27.985807,0.3766356996590501
203,2,-13.27477,0.26510860422739685
204,2,-31.145144,0.44659003295339705
205,2,-25.64222,0.3691428694383085
206,2,-24.904581,0.35018148057184517
207,2,-27.985807,0.3766356996590501
208,2,-13.27477,0.26510860422739685
209,2,-31.145144,0.44659003295339705
210,2,-18.439531,0.28914754462990144
211,2,-24.77962,0.3355272595223713
212,2,-8.758455,0.24719658124313545
213,2,-28.519209,0.4278736817695593
214,2,-30.804235,0.4459482086065751
215,2,-27.574364,0.40771470457322484
216,2,-11.415431,0.2938940263971311
217,2,-16.28713,0.3083805936955013
218,2,-20.958818,0.33946653473602906
219,2,-22.497477,0.3750688306564177
220,2,-23.370358,0.40280978275525076
221,2,-20.958818,0.33946653473602906
222,2,-22.497477,0.3750688306564177
223,2,1.9376036,0.2828962903573036
224,2,7.251304,0.2610105734159248
225,2,-28.44396,0.4362214794557398
226,2,-27.254173,0.4197273778244663
227,2,-27.151098,0.4126811303658948
